,value,term,classify,congoness
5420,-0.0,planes,Congo Only,0.07095023686540966
5422,-0.0,plea,Neither Congo and Belgrade,-0.0
5424,-0.0,please,Congo Only,0.10014617784942152
5426,-0.0,ples,Congo Only,0.018564939300505102
5428,-0.0,ploitation,Neither Congo and Belgrade,-0.0
5430,-0.0,plot,Congo Only,0.05416091539912763
5432,-0.0,ployment,Neither Congo and Belgrade,-0.0
5434,-0.0,plundered,Neither Congo and Belgrade,-0.02133406795593758
5436,-0.0,plunged,Congo Only,0.026820675669717308
5438,-0.0,plus,Neither Congo and Belgrade,-0.0
5440,-0.0,pm,Neither Congo and Belgrade,-0.0
5442,-0.0,poland,Neither Congo and Belgrade,-0.04527764441469191
5444,-0.0,pondent,Neither Congo and Belgrade,-0.021893404930700442
5446,-0.0,ponsibility,Neither Congo and Belgrade,-0.023411439592051626
5448,-0.0,porters,Neither Congo and Belgrade,-0.032761390735536695
5450,-0.0,posing,Neither Congo and Belgrade,-0.020582173873698272
5452,-0.0,potentialities,Congo Only,0.053641351339434616
5454,-0.0,poverty,Congo Only,0.04008745437831773
5456,-0.0,preceding,Congo Only,0.003902994179897161
5458,-0.0,precipitated,Neither Congo and Belgrade,-0.0
5460,-0.0,premise,Neither Congo and Belgrade,-0.0
5462,-0.0,preoccupation,Neither Congo and Belgrade,-0.0
5464,-0.0,preparations,Neither Congo and Belgrade,-0.007105015340224258
5466,-0.0,prepare,Congo Only,0.016129192335009694
5468,-0.0,presentation,Neither Congo and Belgrade,-0.012660519880475696
5470,-0.0,presentatives,Congo Only,0.01830853573251737
5472,-0.0,presenting,Neither Congo and Belgrade,-0.0023555032023147714
5474,-0.0,presents,Neither Congo and Belgrade,-0.0025799525835297067
5476,-0.0,pretended,Congo Only,0.04932259695409014
5478,-0.0,priority,Neither Congo and Belgrade,-0.02636150986545543
5480,-0.0,privileges,Congo Only,0.002018542036956186
5482,-0.0,prizes,Congo Only,0.016270826286536692
5484,-0.0,proach,Neither Congo and Belgrade,-0.0
5486,-0.0,proached,Neither Congo and Belgrade,-0.025095395952574817
5488,-0.0,procedures,Neither Congo and Belgrade,-0.013618848846199565
5490,-0.0,proclaim,Congo Only,0.04421580923721247
5492,-0.0,proclaimed,Congo Only,0.08491875140427123
5494,-0.0,proclamation,Congo Only,0.03544409619298878
5496,-0.0,producer,Neither Congo and Belgrade,-0.007600976794498225
5498,-0.0,product,Neither Congo and Belgrade,-0.05091682593678694
5500,-0.0,professor,Neither Congo and Belgrade,-0.0044472470116293855
5502,-0.0,profound,Neither Congo and Belgrade,-0.031667789288964916
5504,-0.0,programmes,Neither Congo and Belgrade,-0.04336134066216513
5506,-0.0,prohibit,Neither Congo and Belgrade,-0.01976595906821208
5508,-0.0,promotion,Neither Congo and Belgrade,-0.01614905806361539
5510,-0.0,proteins,Neither Congo and Belgrade,-0.0
5512,-0.0,protested,Neither Congo and Belgrade,-0.0012330320769409625
5514,-0.0,provides,Neither Congo and Belgrade,-0.0406841384763134
5516,-0.0,proving,Congo Only,0.004088781112355952
5518,-0.0,provision,Congo Only,0.019645015072689277
5520,-0.0,pular,Neither Congo and Belgrade,-0.0
5522,-0.0,pull,Neither Congo and Belgrade,-0.0045027946971867685
5524,-0.0,pursuing,Congo Only,0.08134877732692898
5526,-0.0,push,Congo Only,0.02275489818710596
5528,-0.0,qualified,Congo Only,0.016911602664068614
5530,-0.0,qualities,Congo Only,0.028505302692220475
5532,-0.0,quiet,Congo Only,0.026171316389716558
5534,-0.0,racy,Neither Congo and Belgrade,-0.02823902550838424
5536,-0.0,radical,Congo Only,0.02183150571616258
5538,-0.0,railway,Neither Congo and Belgrade,-0.0
5540,-0.0,rallied,Congo Only,0.017744577313176673
5542,-0.0,ran,Congo Only,0.01087406400217872
5544,-0.0,ranging,Neither Congo and Belgrade,-0.0
5546,-0.0,reader,Congo Only,0.015995802389456942
5548,-0.0,readiness,Congo Only,0.001428832227428643
5550,-0.0,realised,Congo Only,0.05580652573029098
5552,-0.0,realises,Neither Congo and Belgrade,-0.0
5554,-0.0,realistic,Neither Congo and Belgrade,-0.0
5556,-0.0,reasonable,Neither Congo and Belgrade,-0.00430256302321792
5558,-0.0,receded,Neither Congo and Belgrade,-0.058361551783771434
5560,-0.0,receipt,Neither Congo and Belgrade,-0.0
5562,-0.0,recipients,Neither Congo and Belgrade,-0.011894473834548716
5564,-0.0,reckoned,Neither Congo and Belgrade,-0.0
5566,-0.0,recruitment,Neither Congo and Belgrade,-0.0
5568,-0.0,rectly,Congo Only,0.015995802389456942
5570,-0.0,reduce,Congo Only,0.005469066763416362
5572,-0.0,reducing,Neither Congo and Belgrade,-0.0
5574,-0.0,reed,Neither Congo and Belgrade,-0.0
5576,-0.0,refer,Neither Congo and Belgrade,-0.019641461518697736
5578,-0.0,reference,Congo Only,0.03672074546819119
5580,-0.0,reflect,Neither Congo and Belgrade,-0.008272061529708101
5582,-0.0,refusal,Neither Congo and Belgrade,-0.030651602512475087
5584,-0.0,regained,Neither Congo and Belgrade,-0.011020199403001156
5586,-0.0,regimes,Congo Only,0.0038207896170055797
5588,-0.0,regions,Neither Congo and Belgrade,-0.027165767769768645
5590,-0.0,register,Neither Congo and Belgrade,-0.0
5592,-0.0,regular,Neither Congo and Belgrade,-0.04173906849708005
5594,-0.0,regulations,Neither Congo and Belgrade,-0.02863492583570885
5596,-0.0,relapse,Congo Only,0.06480142575922011
5598,-0.0,relation,Congo Only,0.014334894403207553
5600,-0.0,relationships,Neither Congo and Belgrade,-0.056498089396684575
5602,-0.0,relatively,Neither Congo and Belgrade,-0.011894473834548716
5604,-0.0,relatives,Congo Only,0.014820069756326968
5606,-0.0,relics,Neither Congo and Belgrade,-0.02669207500599402
5608,-0.0,remained,Congo Only,0.005455470380865712
5610,-0.0,reminded,Neither Congo and Belgrade,-0.0018644418857504204
5612,-0.0,rendered,Neither Congo and Belgrade,-0.018578038484521036
5614,-0.0,rents,Neither Congo and Belgrade,-0.02341965894527529
5616,-0.0,reorganisation,Neither Congo and Belgrade,-0.020582173873698272
5618,-0.0,reorganise,Neither Congo and Belgrade,-0.0
5620,-0.0,repaid,Neither Congo and Belgrade,-0.015791588561775594
5622,-0.0,repeat,Neither Congo and Belgrade,-0.014785397644904509
5624,-0.0,repeatedly,Neither Congo and Belgrade,-0.004807528041314031
5626,-0.0,replies,Congo Only,0.03233577864170733
5628,-0.0,replying,Neither Congo and Belgrade,-0.021893404930700442
5630,-0.0,represen,Congo Only,0.015995802389456942
5632,-0.0,republican,Neither Congo and Belgrade,-0.01590156105387511
5634,-0.0,republie,Congo Only,0.04919311090149623
5636,-0.0,requested,Neither Congo and Belgrade,-0.0
5638,-0.0,resentment,Neither Congo and Belgrade,-0.04067453815462228
5640,-0.0,residues,Congo Only,0.023465400097008492
5642,-0.0,resolved,Congo Only,0.02236595686126155
5644,-0.0,respectively,Neither Congo and Belgrade,-0.014084570885288441
5646,-0.0,responded,Neither Congo and Belgrade,-0.03850795689323132
5648,-0.0,restraint,Neither Congo and Belgrade,-0.019069331135655183
5650,-0.0,restrictions,Neither Congo and Belgrade,-0.0
5652,-0.0,resulting,Neither Congo and Belgrade,-0.014965044276635354
5654,-0.0,resumption,Neither Congo and Belgrade,-0.02341965894527529
5656,-0.0,returns,Neither Congo and Belgrade,-0.0
5658,-0.0,reuter,Congo Only,0.02585231771078432
5660,-0.0,reviews,Neither Congo and Belgrade,-0.0
5662,-0.0,revised,Congo Only,0.028458929394343694
5664,-0.0,reviving,Neither Congo and Belgrade,-0.0
5666,-0.0,revolutions,Neither Congo and Belgrade,-0.01962053457665362
5668,-0.0,rian,Neither Congo and Belgrade,-0.047318654648969664
5670,-0.0,richest,Neither Congo and Belgrade,-0.042748537532414636
5672,-0.0,richness,Congo Only,0.026410089599654317
5674,-0.0,ries,Neither Congo and Belgrade,-0.0161371986425017
5676,-0.0,rightly,Congo Only,0.02123164494967174
5678,-0.0,rious,Congo Only,0.04016078000668498
5680,-0.0,rison,Neither Congo and Belgrade,-0.0
5682,-0.0,rity,Congo Only,0.025156396628863164
5684,-0.0,rivalry,Neither Congo and Belgrade,-0.021479819769320826
5686,-0.0,rock,Neither Congo and Belgrade,-0.014213238500375732
5688,-0.0,roger,Neither Congo and Belgrade,-0.0
5690,-0.0,root,Congo Only,0.02570670606787313
5692,-0.0,rooted,Neither Congo and Belgrade,-0.0
5694,-0.0,rous,Congo Only,0.030255224696667717
5696,-0.0,rowing,Neither Congo and Belgrade,-0.022758757508517725
5698,-0.0,runs,Neither Congo and Belgrade,-0.01990099774828945
5700,-0.0,rupt,Neither Congo and Belgrade,-0.022758757508517725
5702,-0.0,rush,Congo Only,0.026656864499544138
5704,-0.0,rushed,Neither Congo and Belgrade,-0.0
5706,-0.0,russian,Congo Only,0.019954002578873132
5708,-0.0,ry,Neither Congo and Belgrade,-0.0029511499645138877
5710,-0.0,sabry,Congo Only,0.13136305833552706
5712,-0.0,safeguarding,Neither Congo and Belgrade,-0.010318720492642432
5714,-0.0,sailing,Neither Congo and Belgrade,-0.0
5716,-0.0,salvation,Congo Only,0.023471727922602846
5718,-0.0,sary,Neither Congo and Belgrade,-0.034801748364288815
5720,-0.0,sat,Neither Congo and Belgrade,-0.02325112477755777
5722,-0.0,sation,Congo Only,0.01934199113119719
5724,-0.0,saving,Congo Only,0.024849286997882608
5726,-0.0,scarcely,Congo Only,0.022197926027704262
5728,-0.0,scheme,Neither Congo and Belgrade,-0.038998693618566144
5730,-0.0,schools,Congo Only,0.018740922283668915
5732,-0.0,scientists,Neither Congo and Belgrade,-0.03708815831806594
5734,-0.0,scribe,Neither Congo and Belgrade,-0.0
5736,-0.0,searching,Neither Congo and Belgrade,-0.0
5738,-0.0,secession,Congo Only,0.03151764816291137
5740,-0.0,secessionist,Congo Only,0.019521133029337133
5742,-0.0,secured,Neither Congo and Belgrade,-0.013906378862048728
5744,-0.0,seeds,Neither Congo and Belgrade,-0.09154971075437486
5746,-0.0,sekou,Congo Only,0.041132642697961186
5748,-0.0,selfishness,Neither Congo and Belgrade,-0.022479496906486457
5750,-0.0,sen,Neither Congo and Belgrade,-0.0
5752,-0.0,senate,Neither Congo and Belgrade,-0.02028418333614515
5754,-0.0,sene,Congo Only,0.023726930178262783
5756,-0.0,sentatives,Congo Only,0.021926787800294896
5758,-0.0,sentenced,Neither Congo and Belgrade,-0.0
5760,-0.0,separate,Congo Only,0.0037230546366079564
5762,-0.0,separatist,Neither Congo and Belgrade,-0.0
5764,-0.0,sequel,Neither Congo and Belgrade,-0.0
5766,-0.0,sequestration,Neither Congo and Belgrade,-0.01977024434025532
5768,-0.0,servers,Congo Only,0.02304581390118341
5770,-0.0,settled,Congo Only,0.04816621381807098
5772,-0.0,settling,Congo Only,0.017959624301327866
5774,-0.0,severe,Neither Congo and Belgrade,-0.026172667227682883
5776,-0.0,severest,Neither Congo and Belgrade,-0.0
5778,-0.0,sh,Neither Congo and Belgrade,-0.0
5780,-0.0,shake,Congo Only,0.02186368795487595
5782,-0.0,shakespeare,Neither Congo and Belgrade,-0.015904882698568778
5784,-0.0,shame,Congo Only,0.02050153002981775
5786,-0.0,shameful,Neither Congo and Belgrade,-0.019607442470496887
5788,-0.0,shared,Neither Congo and Belgrade,-0.03655666413366812
5790,-0.0,shield,Congo Only,0.0331918106410776
5792,-0.0,shipments,Congo Only,0.01994044428738141
5794,-0.0,shot,Neither Congo and Belgrade,-0.0
5796,-0.0,shoulder,Congo Only,0.004302135196094205
5798,-0.0,shouldering,Neither Congo and Belgrade,-0.023411439592051626
5800,-0.0,sia,Congo Only,0.020745558866774358
5802,-0.0,sibilities,Congo Only,0.024849286997882608
5804,-0.0,sible,Congo Only,0.04315782273039998
5806,-0.0,siding,Congo Only,0.08538589542648503
5808,-0.0,sihanouk,Neither Congo and Belgrade,-0.028249044698342288
5810,-0.0,simultaneously,Neither Congo and Belgrade,-0.025932009645012244
5812,-0.0,sionist,Neither Congo and Belgrade,-0.0
5814,-0.0,sir,Congo Only,0.1155472435534055
5816,-0.0,sister,Congo Only,0.05489597770444255
5818,-0.0,sists,Neither Congo and Belgrade,-0.010725782691598084
5820,-0.0,sites,Neither Congo and Belgrade,-0.016435090634495445
5822,-0.0,sity,Congo Only,0.005655276493347221
5824,-0.0,sive,Neither Congo and Belgrade,-0.0007882920248434048
5826,-0.0,sixteen,Neither Congo and Belgrade,-0.0
5828,-0.0,sixty,Neither Congo and Belgrade,-0.007600976794498225
5830,-0.0,size,Neither Congo and Belgrade,-0.0015416699525224226
5832,-0.0,slighted,Congo Only,0.02050153002981775
5834,-0.0,slightest,Neither Congo and Belgrade,-0.028615297290586195
5836,-0.0,slogan,Neither Congo and Belgrade,-0.0
5838,-0.0,slowly,Neither Congo and Belgrade,-0.003040271389419105
5840,-0.0,soaring,Neither Congo and Belgrade,-0.0
5842,-0.0,societies,Neither Congo and Belgrade,-0.0491879984956712
5844,-0.0,solely,Neither Congo and Belgrade,-0.0019929851373824826
5846,-0.0,solemn,Congo Only,0.0219829397603162
5848,-0.0,somali,Neither Congo and Belgrade,-0.1029262509426871
5850,-0.0,songs,Congo Only,0.019521133029337133
5852,-0.0,sorrow,Neither Congo and Belgrade,-0.0
5854,-0.0,sorts,Neither Congo and Belgrade,-0.0
5856,-0.0,sound,Congo Only,0.030974362434664508
5858,-0.0,specialised,Congo Only,0.011390555515119208
5860,-0.0,specialists,Neither Congo and Belgrade,-0.03119242322977017
5862,-0.0,speed,Congo Only,0.03874647526405349
5864,-0.0,spoken,Neither Congo and Belgrade,-0.0
5866,-0.0,spokesman,Congo Only,0.0021823643301564976
5868,-0.0,spot,Neither Congo and Belgrade,-0.0
5870,-0.0,spotlighted,Neither Congo and Belgrade,-0.0
5872,-0.0,spring,Neither Congo and Belgrade,-0.0
5874,-0.0,stabilisation,Congo Only,0.02533382958125197
5876,-0.0,standing,Congo Only,0.004501965608201613
5878,-0.0,star,Neither Congo and Belgrade,-0.015227069185058097
5880,-0.0,station,Congo Only,0.0064432924117630115
5882,-0.0,stay,Congo Only,0.018223122510998956
5884,-0.0,staying,Congo Only,0.021069818934035024
5886,-0.0,ste,Congo Only,0.01639498076681893
5888,-0.0,stelae,Neither Congo and Belgrade,-0.02669207500599402
5890,-0.0,ster,Neither Congo and Belgrade,-0.0
5892,-0.0,sto,Neither Congo and Belgrade,-0.0
5894,-0.0,stooge,Neither Congo and Belgrade,-0.0
5896,-0.0,storm,Congo Only,0.018994614821798032
5898,-0.0,strained,Neither Congo and Belgrade,-0.0
5900,-0.0,strangle,Neither Congo and Belgrade,-0.0
5902,-0.0,stray,Neither Congo and Belgrade,-0.033330568286423
5904,-0.0,strengthened,Neither Congo and Belgrade,-0.04559199193038645
5906,-0.0,stress,Congo Only,0.013275032270662712
5908,-0.0,stressing,Congo Only,0.02215054577014702
5910,-0.0,strife,Congo Only,0.015189907495859262
5912,-0.0,stringent,Neither Congo and Belgrade,-0.014369964326487553
5914,-0.0,strings,Congo Only,0.019521133029337133
5916,-0.0,stronger,Congo Only,0.03771134315189476
5918,-0.0,strongest,Neither Congo and Belgrade,-0.000989368019773963
5920,-0.0,struck,Neither Congo and Belgrade,-0.02248768421273991
5922,-0.0,structure,Neither Congo and Belgrade,-0.03685926227397707
5924,-0.0,stunned,Congo Only,0.02182777229595276
5926,-0.0,subsequently,Neither Congo and Belgrade,-0.03285684711155145
5928,-0.0,subversive,Neither Congo and Belgrade,-0.014965044276635354
5930,-0.0,sudden,Congo Only,0.03661654471539652
5932,-0.0,suggests,Neither Congo and Belgrade,-0.007600976794498225
5934,-0.0,suit,Neither Congo and Belgrade,-0.0
5936,-0.0,suited,Neither Congo and Belgrade,-0.0166652841432115
5938,-0.0,sultan,Neither Congo and Belgrade,-0.020582173873698272
5940,-0.0,sults,Congo Only,0.04681509991561166
5942,-0.0,supplementary,Neither Congo and Belgrade,-0.015791588561775594
5944,-0.0,surgery,Congo Only,0.021522395752743145
5946,-0.0,suspense,Congo Only,0.02304581390118341
5948,-0.0,suspicion,Neither Congo and Belgrade,-0.0
5950,-0.0,sweat,Neither Congo and Belgrade,-0.0
5952,-0.0,sweeping,Congo Only,0.020037766711345224
5954,-0.0,sweet,Neither Congo and Belgrade,-0.0
5956,-0.0,swift,Congo Only,0.026171316389716558
5958,-0.0,sworn,Congo Only,0.016562769152187812
5960,-0.0,sympathy,Congo Only,0.026656864499544138
5962,-0.0,syrians,Congo Only,0.021537029675187908
5964,-0.0,tablishment,Neither Congo and Belgrade,-0.0
5966,-0.0,tackled,Congo Only,0.02570670606787313
5968,-0.0,tails,Neither Congo and Belgrade,-0.039293317571270525
5970,-0.0,tain,Congo Only,0.07854365087982834
5972,-0.0,takes,Congo Only,0.002202757300087457
5974,-0.0,talking,Neither Congo and Belgrade,-0.04496515291307137
5976,-0.0,tals,Neither Congo and Belgrade,-0.0
5978,-0.0,tance,Neither Congo and Belgrade,-0.01259125592386778
5980,-0.0,tanga,Congo Only,0.016873636988499252
5982,-0.0,tangible,Congo Only,0.03661151479053683
5984,-0.0,tariat,Congo Only,0.02182777229595276
5986,-0.0,tariff,Neither Congo and Belgrade,-0.0
5988,-0.0,tawafik,Neither Congo and Belgrade,-0.020630631970003387
5990,-0.0,tears,Neither Congo and Belgrade,-0.0
5992,-0.0,technique,Congo Only,0.03295301208186012
5994,-0.0,telegraph,Congo Only,0.06590602416372024
5996,-0.0,telephone,Neither Congo and Belgrade,-0.0
5998,-0.0,telling,Congo Only,0.01994044428738141
6000,-0.0,temporary,Neither Congo and Belgrade,-0.014369964326487553
6002,-0.0,temptation,Neither Congo and Belgrade,-0.0166652841432115
6004,-0.0,tence,Neither Congo and Belgrade,-0.0
6006,-0.0,tender,Neither Congo and Belgrade,-0.05113318645654788
6008,-0.0,tensions,Congo Only,0.021337044765100684
6010,-0.0,terests,Neither Congo and Belgrade,-0.0003093827491046298
6012,-0.0,terial,Neither Congo and Belgrade,-0.0
6014,-0.0,tering,Neither Congo and Belgrade,-0.028249044698342288
6016,-0.0,terior,Neither Congo and Belgrade,-0.0
6018,-0.0,tern,Neither Congo and Belgrade,-0.016435090634495445
6020,-0.0,terrible,Neither Congo and Belgrade,-0.06001377869174857
6022,-0.0,tervened,Congo Only,0.02774611706331568
6024,-0.0,test,Congo Only,0.033541047939037234
6026,-0.0,texts,Neither Congo and Belgrade,-0.015904882698568778
6028,-0.0,thanks,Congo Only,0.07283934702463048
6030,-0.0,thick,Neither Congo and Belgrade,-0.025095395952574817
6032,-0.0,thief,Congo Only,0.12009445008491453
6034,-0.0,thoroughly,Congo Only,0.005709355892247693
6036,-0.0,tic,Congo Only,0.010026620664194932
6038,-0.0,tide,Congo Only,0.0352324632455641
6040,-0.0,tie,Congo Only,0.022067361098207637
6042,-0.0,tied,Congo Only,0.0007183950366654099
6044,-0.0,tiles,Neither Congo and Belgrade,-0.01977024434025532
6046,-0.0,timing,Neither Congo and Belgrade,-0.02133406795593758
6048,-0.0,tine,Neither Congo and Belgrade,-0.03953191813642416
6050,-0.0,tinent,Congo Only,0.05332420710854755
6052,-0.0,tiny,Congo Only,0.0197687170742423
6054,-0.0,tish,Neither Congo and Belgrade,-0.005452351489201932
6056,-0.0,tne,Neither Congo and Belgrade,-0.0
6058,-0.0,tokyo,Congo Only,0.0223864746938971
6060,-0.0,tolerate,Neither Congo and Belgrade,-0.07335208494602442
6062,-0.0,tors,Neither Congo and Belgrade,-0.0
6064,-0.0,tottering,Neither Congo and Belgrade,-0.0
6066,-0.0,touched,Neither Congo and Belgrade,-0.019641461518697736
6068,-0.0,toured,Congo Only,0.04285924388197785
6070,-0.0,touré,Neither Congo and Belgrade,-0.0
6072,-0.0,tract,Congo Only,0.015995802389456942
6074,-0.0,tradition,Neither Congo and Belgrade,-0.0
6076,-0.0,transferred,Neither Congo and Belgrade,-0.05850031643336397
6078,-0.0,transfers,Neither Congo and Belgrade,-0.0
6080,-0.0,transition,Congo Only,0.036458612859936936
6082,-0.0,tre,Neither Congo and Belgrade,-0.018197763559218032
6084,-0.0,treacherous,Congo Only,0.021125757277352216
6086,-0.0,treachery,Neither Congo and Belgrade,-0.0
6088,-0.0,tres,Congo Only,0.021537029675187908
6090,-0.0,tribution,Neither Congo and Belgrade,-0.019641461518697736
6092,-0.0,troubles,Neither Congo and Belgrade,-0.0
6094,-0.0,troy,Neither Congo and Belgrade,-0.02341965894527529
6096,-0.0,truction,Neither Congo and Belgrade,-0.0
6098,-0.0,turies,Congo Only,0.020037766711345224
6100,-0.0,tuted,Neither Congo and Belgrade,-0.02133406795593758
6102,-0.0,twelve,Neither Congo and Belgrade,-0.0
6104,-0.0,unanimous,Neither Congo and Belgrade,-0.03129614795732037
6106,-0.0,unanimously,Neither Congo and Belgrade,-0.028814328118467483
6108,-0.0,unbiased,Congo Only,0.021069818934035024
6110,-0.0,unchanged,Congo Only,0.04609162780236683
6112,-0.0,underground,Neither Congo and Belgrade,-0.03739216428955782
6114,-0.0,underlined,Congo Only,0.02186368795487595
6116,-0.0,undermine,Congo Only,0.013366789432248442
6118,-0.0,undertake,Neither Congo and Belgrade,-0.02162457672328796
6120,-0.0,undertaking,Neither Congo and Belgrade,-0.0
6122,-0.0,undoubtedly,Congo Only,0.10621078313681027
6124,-0.0,unexpected,Congo Only,0.026253859868255867
6126,-0.0,unification,Congo Only,0.02544927247755157
6128,-0.0,unify,Neither Congo and Belgrade,-0.0
6130,-0.0,unifying,Neither Congo and Belgrade,-0.023198075630356862
6132,-0.0,unreserved,Neither Congo and Belgrade,-0.023411439592051626
6134,-0.0,unrestricted,Neither Congo and Belgrade,-0.0
6136,-0.0,uphold,Congo Only,0.0022658862540400715
6138,-0.0,urion,Neither Congo and Belgrade,-0.0
6140,-0.0,usual,Neither Congo and Belgrade,-0.0
6142,-0.0,ut,Neither Congo and Belgrade,-0.0
6144,-0.0,vain,Congo Only,0.021916656623995168
6146,-0.0,val,Neither Congo and Belgrade,-0.021893404930700442
6148,-0.0,variety,Neither Congo and Belgrade,-0.004660340039396586
6150,-0.0,vations,Congo Only,0.021926787800294896
6152,-0.0,vengeance,Neither Congo and Belgrade,-0.0
6154,-0.0,venue,Neither Congo and Belgrade,-0.04336134066216513
6156,-0.0,verdict,Neither Congo and Belgrade,-0.0
6158,-0.0,vertical,Neither Congo and Belgrade,-0.017674731544576903
6160,-0.0,ves,Congo Only,0.01670939620740781
6162,-0.0,vessels,Neither Congo and Belgrade,-0.03410720815040444
6164,-0.0,vested,Congo Only,0.019645015072689277
6166,-0.0,vestiges,Congo Only,0.021069818934035024
6168,-0.0,victim,Neither Congo and Belgrade,-0.07166424701038622
6170,-0.0,viewpoint,Congo Only,0.004545185028270672
6172,-0.0,villagers,Congo Only,0.026820675669717308
6174,-0.0,violate,Congo Only,0.01830853573251737
6176,-0.0,vis,Neither Congo and Belgrade,-0.0
6178,-0.0,visible,Congo Only,0.02533382958125197
6180,-0.0,vision,Congo Only,0.028458929394343694
6182,-0.0,visitors,Neither Congo and Belgrade,-0.0011319276940510367
6184,-0.0,vities,Neither Congo and Belgrade,-0.01820738729834636
6186,-0.0,vividly,Congo Only,0.026367124858490857
6188,-0.0,vocational,Neither Congo and Belgrade,-0.02173037922284291
6190,-0.0,voiced,Congo Only,0.0219829397603162
6192,-0.0,volve,Neither Congo and Belgrade,-0.0
6194,-0.0,volved,Neither Congo and Belgrade,-0.0
6196,-0.0,wage,Congo Only,0.0037341221097014704
6198,-0.0,wait,Congo Only,0.03661151479053683
6200,-0.0,waiting,Neither Congo and Belgrade,-0.0
6202,-0.0,wake,Neither Congo and Belgrade,-0.0
6204,-0.0,wakfs,Neither Congo and Belgrade,-0.016435090634495445
6206,-0.0,walls,Congo Only,0.02182777229595276
6208,-0.0,ward,Neither Congo and Belgrade,-0.0
6210,-0.0,warehouses,Neither Congo and Belgrade,-0.01520195358899645
6212,-0.0,warfare,Neither Congo and Belgrade,-0.006743282237779647
6214,-0.0,warnings,Neither Congo and Belgrade,-0.0
6216,-0.0,wars,Congo Only,0.051985547480098135
6218,-0.0,waste,Congo Only,0.02090294228062531
6220,-0.0,waterway,Neither Congo and Belgrade,-0.017790375510744322
6222,-0.0,weapon,Congo Only,0.06978860277599579
6224,-0.0,wearing,Neither Congo and Belgrade,-0.025095395952574817
6226,-0.0,weary,Neither Congo and Belgrade,-0.023250819779127744
6228,-0.0,weather,Neither Congo and Belgrade,-0.007600976794498225
6230,-0.0,weighed,Congo Only,0.019363581243124
6232,-0.0,weight,Congo Only,0.015189907495859262
6234,-0.0,welcomed,Neither Congo and Belgrade,-0.045452570570015935
6236,-0.0,whereby,Neither Congo and Belgrade,-0.05286624441815127
6238,-0.0,wholly,Neither Congo and Belgrade,-0.02108593027292416
6240,-0.0,wise,Congo Only,0.020741011203068944
6242,-0.0,withhold,Neither Congo and Belgrade,-0.002333192498782432
6244,-0.0,wo,Congo Only,0.024247657295775743
6246,-0.0,wonder,Congo Only,0.013320769260883677
6248,-0.0,wonderful,Congo Only,0.02339408245242209
6250,-0.0,worst,Neither Congo and Belgrade,-0.002413362726163301
6252,-0.0,wounded,Neither Congo and Belgrade,-0.021492957382434213
6254,-0.0,wrest,Neither Congo and Belgrade,-0.0
6256,-0.0,xandria,Neither Congo and Belgrade,-0.0
6258,-0.0,ye,Neither Congo and Belgrade,-0.0
6260,-0.0,yes,Congo Only,0.019507319612518587
6262,-0.0,youssel,Congo Only,0.11126719899836077
6264,-0.0,zaher,Neither Congo and Belgrade,-0.0510923936020794
6266,-0.0,zahir,Neither Congo and Belgrade,-0.0
6268,-0.0,zation,Neither Congo and Belgrade,-0.0
6270,-0.0,zulficar,Congo Only,0.026367124858490857
6272,-4.610049898009671e-05,reproduced,Congo Only,0.2709557135285184
6274,-0.00015245146101364046,beginning,Neither Congo and Belgrade,-0.03463923142070525
6276,-0.00015961406308241752,announced,Congo Only,0.032627514843303264
6278,-0.0001688471535260897,reported,Congo Only,0.0027201706951582713
6280,-0.00020016466542110444,carried,Congo Only,0.03005078629227195
6282,-0.0002124725108522037,ter,Congo Only,0.07783710779623569
6284,-0.00025400716970384104,belgium,Congo Only,0.4042928276364964
6286,-0.00032646399675623363,fer,Congo Only,0.017519951622302108
6288,-0.00036868535473239,greatest,Congo Only,0.0031631626813638804
6290,-0.0004369585358236285,dream,Neither Congo and Belgrade,-0.0
6292,-0.0005269585488991305,air,Congo Only,0.17749198437823915
6294,-0.0005426830216143559,consider,Congo Only,0.0280239560072962
6296,-0.0005426844972078389,med,Neither Congo and Belgrade,-0.01389709939582668
6298,-0.0005506370454963569,minded,Neither Congo and Belgrade,-0.0
6300,-0.0006158317226739796,hope,Congo Only,0.016005558006229645
6302,-0.0006596167393840978,tered,Congo Only,0.016745766363835967
6304,-0.0006735160424305336,round,Congo Only,0.05088030126510966
6306,-0.0007998725368621812,objective,Neither Congo and Belgrade,-0.0
6308,-0.0008366144214603064,gains,Neither Congo and Belgrade,-0.01762977792649336
6310,-0.0008396346168074567,wide,Congo Only,0.03604468434431245
6312,-0.0008899096482538945,cial,Congo Only,0.0037532629655406
6314,-0.0010730341940261468,bitter,Neither Congo and Belgrade,-0.019022986597072702
6316,-0.001135290053249237,demanding,Neither Congo and Belgrade,-0.00600594062750861
6318,-0.0012589138924273505,preparatory,Neither Congo and Belgrade,-0.07055272175371212
6320,-0.0014630096246580258,conditions,Congo Only,0.07316501511439392
6322,-0.0014839843687202393,embrace,Neither Congo and Belgrade,-0.020630631970003387
6324,-0.0015527430592583748,liberation,Congo Only,0.02018768910671729
6326,-0.0015936569201410425,palestinian,Neither Congo and Belgrade,-0.022705112663645683
6328,-0.00172975969534222,supply,Neither Congo and Belgrade,-0.08359141934753002
